Product Name,Region,Warehouse ID,Date,Business Unit,Strategic Initiative,Revenue,Expenses,Net Profit,ROI (%),Cost per Unit,Inventory Units,Carrying Cost Rate,Inventory Carrying Cost,Logistics Spend,Automation Investment,Automation Savings,ROI on Automation (%),Risk Category,Risk Score,Risk Status,Order Fulfillment Rate (%),Avg Delivery Time (Days),Network Efficiency Score,Carbon Emission (kg),Emission per Order (kg),Renewable Energy Usage (%),Waste Reduction (%),Initiative Impact Score,Projected Growth (%)
LEGO Set,South,WH_1,2025-06-29,Home Essentials,Sustainable Packaging,36748.97,22128.78,14620.190000000002,66.07,203.79,1341,12.14,33176.48,3694.51,5051.54,1075.07,21.28,Low,9.83,Stable,91.51,5.83,93.09,2486.86,1.85,62.83,35.47,87.3,6.37
Sony Headphones,South,WH_3,2025-04-24,Electronics,Warehouse Automation,77927.68,17026.87,60900.81,357.67,220.72,2896,8.6,54971.64,12762.35,13195.29,1093.55,8.29,Medium,8.75,Watchlist,99.41,2.11,91.04,2136.4,0.74,99.18,43.88,76.43,5.23
Barbie Doll,West,WH_2,2025-04-05,Home Essentials,Last-Mile Optimization,34138.22,8268.18,25870.04,312.89,106.38,901,15.4,14760.65,5581.77,14735.85,2498.83,16.96,Low,6.19,Critical,98.67,1.86,87.36,1052.48,1.17,70.79,54.03,62.4,8.04
Barbie Doll,West,WH_3,2025-04-13,Home Essentials,Last-Mile Optimization,44803.83,20410.67,24393.160000000003,119.51,115.14,4963,8.59,49086.68,8430.06,1310.89,221.41,16.89,Low,4.36,Critical,93.42,4.83,83.22,1485.85,0.3,26.99,19.2,57.43,5.65
Barbie Doll,South,WH_4,2025-06-27,Home Essentials,Last-Mile Optimization,91855.99,75293.61,16562.380000000005,22.0,193.35,4445,13.15,113016.46,5130.02,12845.76,1456.67,11.34,High,1.13,Critical,98.21,1.77,91.85,753.29,0.17,52.1,48.5,98.37,16.08
IKEA Chair,South,WH_3,2025-06-25,Consumer Goods,Sustainable Packaging,15684.65,6698.76,8985.89,134.14,71.0,4263,6.55,19825.08,9668.59,14004.35,3241.34,23.15,Low,6.29,Watchlist,90.8,3.76,82.12,873.8,0.2,28.08,14.09,89.34,19.81
Nike T-Shirt,North,WH_3,2025-04-02,Home Essentials,Demand Forecasting,36586.2,6565.15,30021.049999999996,457.28,112.36,4573,5.14,26410.47,9412.36,5209.96,1213.32,23.29,Low,3.9,Critical,94.36,3.44,85.56,2741.25,0.6,52.04,45.61,58.21,12.74
Wooden Table,East,WH_3,2025-06-30,Fashion,Green Logistics,12131.15,8989.92,3141.2299999999996,34.94,242.68,4508,9.24,101085.73,12162.69,16737.76,2871.62,17.16,Low,2.86,Critical,98.36,4.87,84.97,2170.26,0.48,31.39,24.94,81.38,-9.74
Adidas Sneakers,East,WH_2,2025-06-23,Fashion,Green Logistics,61319.13,10798.21,50520.92,467.86,91.52,4597,10.85,45647.84,7573.69,16471.27,2912.83,17.68,Medium,8.46,Stable,89.29,4.44,94.49,2016.84,0.44,22.85,15.58,65.42,19.88
Tomato Ketchup,South,WH_4,2025-05-01,Fashion,Green Logistics,34382.2,11371.34,23010.859999999997,202.36,10.46,2775,17.46,5068.03,8054.3,3804.46,789.62,20.76,Low,2.37,Watchlist,89.43,3.49,74.01,609.48,0.22,93.57,14.47,93.66,8.6
Wooden Table,West,WH_2,2025-06-07,Fashion,Warehouse Automation,32852.26,28181.14,4671.120000000003,16.58,72.47,2279,14.95,24691.29,5447.91,2522.02,415.62,16.48,Medium,3.86,Watchlist,88.12,6.43,97.59,1132.39,0.5,33.18,10.9,97.6,11.02
LEGO Set,North,WH_3,2025-04-27,Electronics,Warehouse Automation,60634.39,60506.42,127.97000000000116,0.21,385.37,2956,9.77,111295.32,6276.3,13398.02,1166.7,8.71,Low,3.16,Stable,95.02,6.92,84.17,1336.11,0.45,77.39,10.66,62.55,19.1
Adidas Sneakers,South,WH_3,2025-06-16,Fashion,Last-Mile Optimization,97188.4,13869.73,83318.67,600.72,441.21,2750,6.79,82384.94,4184.28,11542.05,2216.75,19.21,Low,7.49,Stable,96.8,1.85,95.94,2116.4,0.77,76.21,42.44,85.42,17.83
iPhone 14,North,WH_2,2025-05-22,Consumer Goods,Green Logistics,68402.03,24530.62,43871.41,178.84,381.69,1049,9.83,39358.61,11020.72,12906.32,2161.1,16.74,High,2.71,Watchlist,88.28,6.39,83.42,2790.39,2.66,73.15,48.08,99.7,7.59
Samsung Galaxy S22,North,WH_2,2025-04-22,Fashion,Last-Mile Optimization,66148.17,52905.82,13242.349999999999,25.03,23.69,2571,17.42,10610.0,14921.21,9073.6,2037.56,22.46,Low,6.65,Watchlist,96.23,3.45,86.19,2896.52,1.13,65.59,38.79,67.83,12.25
Corn Flakes,North,WH_2,2025-04-19,Electronics,Warehouse Automation,45342.41,16400.69,28941.720000000005,176.47,394.19,169,13.05,8693.66,12734.27,19727.84,1398.74,7.09,High,2.2,Stable,88.24,3.13,81.12,2415.64,14.29,32.64,18.28,52.91,9.17
Corn Flakes,South,WH_4,2025-04-03,Fashion,Last-Mile Optimization,53659.61,11936.61,41723.0,349.54,304.29,337,13.19,13525.78,10492.17,17061.67,1280.23,7.5,Medium,3.27,Critical,91.31,2.65,90.2,2973.04,8.82,68.36,18.53,72.71,13.54
Tomato Ketchup,North,WH_4,2025-04-03,Electronics,Last-Mile Optimization,38823.83,10358.44,28465.39,274.8,53.34,1698,15.53,14065.73,2563.2,9887.11,1060.94,10.73,High,2.87,Watchlist,94.11,3.18,96.64,1594.15,0.94,92.46,30.43,71.2,16.44
Adidas Sneakers,South,WH_3,2025-05-12,Fashion,Warehouse Automation,22370.33,17856.85,4513.480000000003,25.28,429.22,1668,16.81,120349.34,8513.57,16465.52,2760.24,16.76,High,9.62,Critical,94.56,4.68,77.61,1877.41,1.13,55.65,19.57,84.17,17.37
iPhone 14,East,WH_3,2025-05-16,Consumer Goods,Warehouse Automation,30508.84,18487.44,12021.400000000001,65.02,424.7,389,19.41,32066.93,14129.23,6985.28,576.32,8.25,High,3.77,Watchlist,86.44,3.23,80.13,2329.36,5.99,61.83,59.24,60.43,13.49
LEGO Set,East,WH_4,2025-05-01,Home Essentials,Warehouse Automation,10508.89,5073.6,5435.289999999999,107.13,270.44,3240,5.28,46264.71,13497.52,11569.15,1812.09,15.66,High,6.51,Watchlist,96.95,6.18,98.16,1965.94,0.61,46.53,21.3,98.53,15.54
Corn Flakes,East,WH_1,2025-06-01,Home Essentials,Warehouse Automation,89619.75,7017.67,82602.08,1177.06,360.95,4227,8.88,135485.33,11456.48,14409.32,2886.7,20.03,Low,9.59,Critical,86.02,5.96,98.96,1031.04,0.24,60.54,44.17,78.01,14.22
LEGO Set,East,WH_2,2025-04-27,Consumer Goods,Green Logistics,80962.69,67987.7,12974.990000000005,19.08,477.0,4733,17.06,385153.55,5505.46,9709.58,1789.69,18.43,Medium,1.01,Stable,92.52,6.54,93.98,2954.96,0.62,26.72,23.88,92.01,17.17
Tomato Ketchup,South,WH_3,2025-04-12,Electronics,Demand Forecasting,10855.4,8035.96,2819.4399999999996,35.09,320.3,1604,12.44,63911.89,14132.44,11038.37,2384.13,21.6,Medium,1.55,Critical,89.22,5.48,87.77,1575.82,0.98,78.65,33.28,81.31,9.26
Sony Headphones,North,WH_4,2025-05-26,Fashion,Green Logistics,44054.3,19627.37,24426.930000000004,124.45,181.42,1080,17.78,34836.99,11760.47,14821.25,1276.65,8.61,High,3.87,Critical,90.78,6.33,83.9,2245.32,2.08,69.65,19.16,51.77,18.48
Samsung Galaxy S22,South,WH_4,2025-04-05,Home Essentials,Green Logistics,98099.59,49933.42,48166.17,96.46,268.8,4419,8.39,99658.7,8690.64,19087.41,2908.48,15.24,Medium,3.74,Watchlist,89.53,2.18,83.5,1159.31,0.26,76.37,10.49,87.97,13.95
Wooden Table,North,WH_2,2025-05-10,Fashion,Sustainable Packaging,77733.52,46228.81,31504.710000000006,68.15,105.78,3679,6.91,26891.28,8141.25,2405.13,587.83,24.44,High,3.48,Watchlist,98.45,4.73,79.04,1995.64,0.54,74.47,22.3,66.52,8.2
Wooden Table,East,WH_1,2025-05-09,Electronics,Green Logistics,47728.11,22694.26,25033.850000000002,110.31,309.68,3702,15.87,181939.29,2093.05,16160.16,2925.01,18.1,High,7.86,Stable,97.78,6.76,99.01,2782.27,0.75,78.5,23.88,97.42,17.06
Corn Flakes,North,WH_2,2025-05-15,Home Essentials,Warehouse Automation,46722.3,12191.22,34531.08,283.25,143.66,3652,9.33,48949.5,10906.86,15504.65,3178.31,20.5,Medium,8.44,Watchlist,95.84,5.07,72.84,567.15,0.16,62.97,34.34,79.57,18.53
Pasta,West,WH_2,2025-05-07,Home Essentials,Green Logistics,47318.7,40390.41,6928.289999999994,17.15,328.25,1753,5.49,31590.68,6568.88,15971.19,3906.95,24.46,Medium,3.42,Watchlist,89.73,1.85,91.9,2061.69,1.18,80.84,35.69,94.98,12.46
Hot Wheels Car,North,WH_2,2025-06-20,Consumer Goods,Last-Mile Optimization,19297.2,13085.05,6212.1500000000015,47.48,327.46,1539,15.22,76702.86,4227.54,3301.94,405.98,12.3,Medium,9.19,Critical,93.23,3.82,97.46,2063.61,1.34,75.51,37.45,80.87,6.57
Barbie Doll,South,WH_3,2025-06-01,Consumer Goods,Last-Mile Optimization,83886.85,21884.12,62002.73000000001,283.32,99.86,496,9.6,4754.93,13860.88,6181.29,1113.7,18.02,High,5.27,Stable,98.59,4.42,92.91,1928.2,3.89,48.73,54.66,50.36,19.71
Pasta,East,WH_1,2025-06-03,Fashion,Last-Mile Optimization,79674.83,64234.24,15440.590000000004,24.04,480.1,525,10.09,25432.1,12385.56,6439.98,1350.29,20.97,Low,7.85,Watchlist,92.45,4.99,96.2,2398.44,4.57,21.5,33.19,59.79,16.35
Samsung Galaxy S22,North,WH_4,2025-04-22,Electronics,Sustainable Packaging,59145.38,55158.78,3986.5999999999985,7.23,100.44,4470,17.66,79287.54,8981.59,9409.19,631.47,6.71,High,4.07,Watchlist,95.09,3.18,99.92,750.23,0.17,53.37,13.55,77.12,8.02
Levi's Jeans,North,WH_2,2025-06-09,Electronics,Green Logistics,23348.08,19593.15,3754.9300000000003,19.16,117.58,1600,11.44,21521.84,2120.63,18449.02,1198.04,6.49,Medium,9.93,Stable,97.39,6.54,78.52,2402.66,1.5,96.43,33.1,67.1,10.14
Hot Wheels Car,West,WH_3,2025-06-26,Consumer Goods,Sustainable Packaging,46936.47,17576.92,29359.550000000003,167.03,192.78,3389,15.93,104075.7,2974.32,16960.31,2803.29,16.53,High,8.66,Stable,95.99,5.07,82.18,892.89,0.26,66.65,54.92,51.39,6.77
LEGO Set,South,WH_1,2025-05-25,Fashion,Last-Mile Optimization,97281.31,58907.71,38373.6,65.14,350.49,365,14.98,19163.74,6363.61,18372.62,2397.44,13.05,Low,9.59,Watchlist,98.73,3.07,84.39,707.08,1.94,22.02,32.29,51.85,9.39
Samsung Galaxy S22,East,WH_2,2025-06-17,Fashion,Last-Mile Optimization,62647.03,5166.51,57480.52,1112.56,260.57,283,6.57,4844.8,8779.67,9755.84,2405.4,24.66,Low,7.93,Critical,94.94,6.62,74.96,2257.03,7.98,77.03,13.74,53.99,19.66
iPhone 14,North,WH_1,2025-06-27,Electronics,Sustainable Packaging,81579.37,47127.71,34451.659999999996,73.1,362.52,1423,10.24,52824.67,2145.47,9764.58,710.59,7.28,Low,9.24,Watchlist,88.11,5.1,93.64,2471.81,1.74,31.6,15.65,96.32,14.66
Samsung Galaxy S22,East,WH_4,2025-05-01,Electronics,Warehouse Automation,26318.33,12043.49,14274.840000000002,118.53,15.89,1320,9.68,2030.36,5665.26,1372.23,88.12,6.42,Low,8.11,Critical,86.81,2.28,85.29,2937.73,2.23,39.07,30.0,51.44,10.19
Corn Flakes,South,WH_4,2025-06-14,Consumer Goods,Green Logistics,29335.93,15620.28,13715.65,87.81,106.97,2781,18.8,55926.91,5896.41,9097.91,1675.44,18.42,Low,8.74,Stable,96.97,5.02,97.72,791.02,0.28,21.08,14.04,50.47,11.51
Sony Headphones,South,WH_2,2025-06-16,Electronics,Demand Forecasting,26512.85,16758.42,9754.43,58.21,39.26,3248,18.74,23896.59,8116.54,17119.29,1862.48,10.88,Medium,3.41,Watchlist,97.71,4.94,90.69,507.03,0.16,89.75,55.6,97.47,11.47
Nike T-Shirt,West,WH_2,2025-06-13,Electronics,Sustainable Packaging,31744.89,19441.88,12303.009999999998,63.28,358.59,2665,7.05,67372.79,9689.44,18413.41,2293.56,12.46,High,5.22,Stable,94.77,6.77,99.78,2592.47,0.97,56.8,38.06,90.2,17.54
iPhone 14,North,WH_4,2025-04-07,Home Essentials,Sustainable Packaging,21678.65,15114.93,6563.720000000001,43.43,153.65,3578,6.29,34579.89,10161.92,15776.68,3357.18,21.28,Low,9.84,Watchlist,87.1,2.58,87.31,560.67,0.16,84.08,49.32,89.69,16.07
Bookshelf,South,WH_2,2025-04-14,Home Essentials,Sustainable Packaging,17269.34,11336.44,5932.9,52.33,472.46,870,11.69,48050.6,5865.21,18617.88,4589.23,24.65,Low,7.26,Watchlist,85.9,6.81,93.73,1127.18,1.3,27.53,34.04,59.57,12.29
Tomato Ketchup,North,WH_2,2025-06-05,Fashion,Green Logistics,67895.24,19717.39,48177.850000000006,244.34,135.45,3058,9.34,38686.85,5880.75,4848.76,933.79,19.26,Medium,4.34,Critical,90.1,6.25,93.15,2757.99,0.9,92.13,27.81,91.5,9.26
LEGO Set,North,WH_3,2025-05-10,Home Essentials,Warehouse Automation,18098.07,6735.1,11362.97,168.71,83.47,3537,11.55,34099.46,6037.22,9005.01,1831.43,20.34,Low,3.25,Watchlist,95.7,4.0,93.43,2899.91,0.82,50.75,22.05,92.73,10.17
Tomato Ketchup,East,WH_4,2025-04-14,Consumer Goods,Sustainable Packaging,60028.56,50451.51,9577.049999999996,18.98,202.0,2974,9.58,57551.66,7837.72,14423.46,1650.37,11.44,Low,1.32,Stable,91.92,5.63,82.11,2038.13,0.69,88.37,32.03,92.48,7.94
Adidas Sneakers,East,WH_1,2025-04-26,Consumer Goods,Last-Mile Optimization,48958.97,43466.05,5492.919999999998,12.64,318.7,945,19.17,57734.58,7402.66,19568.6,4852.36,24.8,Medium,7.7,Watchlist,88.04,4.25,88.74,544.05,0.58,40.86,34.38,60.06,7.28
Sony Headphones,West,WH_2,2025-06-18,Consumer Goods,Green Logistics,65411.5,26305.93,39105.57,148.66,486.91,1141,5.42,30111.59,6571.85,10100.83,2417.98,23.94,Medium,6.66,Stable,98.2,6.5,82.79,1170.29,1.03,40.14,55.54,87.32,18.91
Bookshelf,South,WH_4,2025-06-23,Consumer Goods,Last-Mile Optimization,46006.82,23965.84,22040.98,91.97,146.3,1493,14.82,32370.72,5790.56,3814.9,930.52,24.39,High,9.69,Critical,98.3,3.43,33.4,2302.65,1.54,80.89,37.56,52.82,19.99
Barbie Doll,South,WH_2,2025-05-18,Consumer Goods,Sustainable Packaging,75424.2,68062.11,7362.0899999999965,10.82,251.19,1831,13.32,61262.53,11275.08,12768.62,2915.01,22.83,Low,6.71,Critical,88.29,5.83,79.02,2572.56,1.41,69.45,30.14,70.89,9.49
Levi's Jeans,North,WH_2,2025-04-20,Fashion,Green Logistics,10154.05,6161.23,3992.8199999999997,64.81,302.98,4318,17.12,223975.42,3025.15,1552.04,325.21,20.95,High,4.81,Watchlist,90.45,4.39,83.75,2342.04,0.54,89.66,44.47,77.35,15.23
Pasta,South,WH_3,2025-05-21,Home Essentials,Demand Forecasting,31509.67,16884.48,14625.189999999999,86.62,235.21,4243,10.24,102194.79,14169.89,9849.85,2283.35,23.18,Medium,9.17,Critical,95.93,5.44,95.3,1697.86,0.4,46.09,10.76,74.75,15.7
Barbie Doll,South,WH_4,2025-06-03,Fashion,Warehouse Automation,90350.6,18529.25,71821.35,387.61,425.45,4566,14.55,282648.98,5220.25,7813.92,1766.18,22.6,Low,1.6,Critical,96.41,5.41,94.84,2865.61,0.63,87.19,45.86,90.7,19.02
Tomato Ketchup,West,WH_2,2025-06-02,Consumer Goods,Warehouse Automation,60533.85,22684.65,37849.2,166.85,27.48,4903,19.26,25949.85,3490.47,10768.12,2585.3,24.01,Medium,4.76,Stable,93.02,5.44,78.66,2237.23,0.46,37.62,37.35,93.66,6.52
Nike T-Shirt,North,WH_4,2025-06-03,Consumer Goods,Last-Mile Optimization,44666.69,22181.09,22485.600000000002,101.37,170.4,2984,12.68,64474.45,10915.71,10210.4,2174.48,21.3,Medium,3.03,Critical,93.97,2.35,79.01,853.93,0.29,90.2,37.2,55.06,10.15
Bookshelf,South,WH_3,2025-04-18,Fashion,Demand Forecasting,16999.52,5725.33,11274.19,196.92,294.93,1812,14.06,75138.49,7472.51,12489.97,1142.4,9.15,High,9.65,Critical,92.63,5.47,78.21,803.42,0.44,73.37,55.47,51.13,16.41
iPhone 14,North,WH_1,2025-05-27,Electronics,Warehouse Automation,40764.5,13132.64,27631.86,210.41,45.77,3931,8.7,15653.2,2779.4,8828.09,624.04,7.07,High,7.05,Watchlist,90.47,4.64,85.46,2570.1,0.65,37.73,41.71,79.74,19.0
Samsung Galaxy S22,East,WH_4,2025-05-24,Electronics,Last-Mile Optimization,16903.33,14166.95,2736.380000000001,19.32,98.68,586,10.12,5852.04,14405.18,15460.84,1281.81,8.29,High,1.74,Critical,90.95,2.56,99.91,1130.89,1.93,92.51,17.7,84.8,10.74
Pasta,South,WH_2,2025-06-05,Electronics,Green Logistics,90699.58,39650.45,51049.130000000005,128.75,60.81,3576,7.29,15852.58,13450.28,9834.01,866.59,8.81,Low,6.8,Watchlist,93.88,4.53,73.4,1126.46,0.32,43.6,23.0,73.47,10.3
Levi's Jeans,South,WH_2,2025-06-26,Home Essentials,Green Logistics,89716.71,25439.63,64277.08,252.67,489.49,1189,15.5,90210.56,9544.79,7472.64,722.8,9.67,High,5.46,Critical,86.67,4.54,90.1,923.24,0.78,94.06,18.59,52.05,11.5
iPhone 14,West,WH_3,2025-05-11,Fashion,Green Logistics,62560.92,45584.73,16976.189999999995,37.24,481.71,1484,5.79,41390.26,13409.82,18840.11,2492.6,13.23,Low,3.14,Critical,98.89,6.7,97.06,1594.77,1.07,52.91,50.61,53.13,8.27
Adidas Sneakers,South,WH_2,2025-05-24,Home Essentials,Demand Forecasting,70781.57,49097.46,21684.110000000008,44.17,191.52,2252,12.1,52187.67,14169.61,8789.08,766.68,8.72,Low,5.5,Watchlist,92.54,3.86,75.96,2484.12,1.1,73.94,52.21,62.21,16.51
Nike T-Shirt,East,WH_1,2025-04-25,Consumer Goods,Green Logistics,23877.95,21665.56,2212.3899999999994,10.21,417.66,3796,19.66,311696.98,14323.72,19226.19,1936.23,10.07,Low,2.06,Stable,91.06,6.21,81.82,2640.9,0.7,26.61,51.89,83.88,17.86
IKEA Chair,East,WH_1,2025-05-24,Consumer Goods,Sustainable Packaging,16402.62,16165.33,237.28999999999905,1.47,268.32,4044,5.48,59462.72,4838.8,11308.55,2294.17,20.29,Medium,5.19,Critical,88.37,2.76,87.53,1633.45,0.4,72.71,44.02,63.17,8.23
Corn Flakes,North,WH_2,2025-06-11,Home Essentials,Warehouse Automation,30858.96,10391.41,20467.55,196.97,70.02,3517,11.96,29452.74,8448.26,12032.1,638.06,5.3,High,2.28,Stable,90.5,3.91,97.27,2755.17,0.78,22.85,38.8,81.6,10.63
Sony Headphones,North,WH_4,2025-06-27,Fashion,Last-Mile Optimization,87187.29,56452.91,30734.37999999999,54.44,61.85,1162,8.83,6346.09,13553.21,8159.53,1714.83,21.02,Medium,3.49,Stable,93.79,5.37,96.7,649.22,0.56,99.71,55.64,55.32,19.47
Levi's Jeans,West,WH_3,2025-06-06,Electronics,Sustainable Packaging,24834.9,5755.86,19079.04,331.47,196.89,3457,16.7,113668.34,6762.79,10211.81,1893.31,18.54,Medium,9.57,Watchlist,88.33,2.39,84.52,1893.74,0.55,38.16,39.17,60.54,12.86
Hot Wheels Car,East,WH_4,2025-04-20,Home Essentials,Warehouse Automation,79385.05,69296.08,10088.970000000001,14.56,128.89,809,19.84,20687.57,14993.11,4560.02,508.79,11.16,Low,1.96,Critical,99.05,4.19,80.88,2593.13,3.21,24.07,26.41,75.06,9.15
Corn Flakes,West,WH_2,2025-06-22,Fashion,Sustainable Packaging,19931.42,13393.15,6538.269999999999,48.82,153.2,4749,17.46,127029.67,5556.84,8646.81,1578.0,18.25,Low,3.1,Critical,89.08,2.22,82.07,2211.25,0.47,89.24,21.36,98.06,14.76
Corn Flakes,West,WH_2,2025-05-04,Electronics,Last-Mile Optimization,64526.76,42418.45,22108.310000000005,52.12,237.11,2337,8.81,48818.51,13288.43,4421.06,851.93,19.27,Low,4.05,Critical,91.86,4.45,96.36,1628.26,0.7,89.72,57.67,85.71,10.08
IKEA Chair,East,WH_2,2025-04-01,Fashion,Last-Mile Optimization,21100.28,17804.13,3296.149999999998,18.51,125.92,1927,6.09,14777.25,12621.63,13346.37,2703.11,20.25,Low,2.48,Stable,89.61,1.84,81.56,843.17,0.44,51.05,23.23,93.65,18.14
Corn Flakes,East,WH_2,2025-06-08,Fashion,Warehouse Automation,89998.85,38376.82,51622.030000000006,134.51,349.39,3671,10.22,131082.81,13902.16,15741.05,1766.53,11.22,High,4.03,Critical,98.8,1.69,97.98,1758.71,0.48,66.82,52.79,57.68,11.53
Sony Headphones,North,WH_2,2025-06-09,Electronics,Demand Forecasting,56916.07,8677.41,48238.66,555.91,444.63,230,16.0,16362.38,8715.91,2281.81,270.88,11.87,Low,8.89,Critical,99.13,3.85,86.29,2551.62,11.09,54.48,49.23,75.73,17.41
iPhone 14,South,WH_3,2025-05-12,Electronics,Green Logistics,85321.61,70060.64,15260.970000000001,21.78,19.96,277,10.6,586.07,9940.54,4253.89,468.78,11.02,Low,6.83,Critical,87.27,2.68,70.8,584.57,2.11,57.91,54.35,71.14,13.66
Barbie Doll,North,WH_4,2025-06-22,Consumer Goods,Warehouse Automation,47697.32,24494.89,23202.43,94.72,472.25,2494,12.02,141570.54,6663.86,19298.5,1093.21,5.66,Low,4.45,Stable,94.93,2.23,99.05,2240.59,0.9,81.91,16.7,54.64,13.42
Bookshelf,North,WH_4,2025-04-09,Fashion,Warehouse Automation,22635.19,6552.89,16082.3,245.42,159.01,227,12.99,4688.78,10678.28,10378.07,1528.47,14.73,Low,4.53,Stable,99.21,5.51,83.06,2585.73,11.39,27.84,33.48,55.19,11.91
Adidas Sneakers,East,WH_2,2025-06-26,Home Essentials,Green Logistics,33670.25,17098.52,16571.73,96.92,13.61,1677,6.99,1595.4,11748.91,5361.96,1019.72,19.02,Medium,3.81,Stable,98.1,6.92,88.18,2383.87,1.42,68.53,46.54,91.32,12.65
Samsung Galaxy S22,North,WH_4,2025-06-05,Fashion,Last-Mile Optimization,68532.3,14029.5,54502.8,388.49,66.2,1825,8.46,10220.95,26646.96,17335.24,913.71,5.27,Low,3.56,Stable,92.21,1.72,92.51,1489.78,0.82,51.91,52.3,53.85,19.56
iPhone 14,East,WH_2,2025-05-15,Consumer Goods,Green Logistics,18634.94,15483.57,3151.369999999999,20.35,359.99,2774,9.99,99761.36,8945.2,3805.29,889.39,23.37,Medium,1.37,Watchlist,98.81,5.81,84.2,2407.09,0.87,21.07,11.53,51.47,13.48
LEGO Set,East,WH_2,2025-06-05,Home Essentials,Last-Mile Optimization,94576.18,34626.75,59949.42999999999,173.13,441.08,335,11.24,16608.43,14815.86,12397.5,694.71,5.6,High,4.72,Critical,99.09,6.9,75.2,2010.54,6.0,65.04,24.98,55.57,13.41
Barbie Doll,South,WH_4,2025-05-05,Fashion,Last-Mile Optimization,94056.85,49703.3,44353.55,89.24,332.52,605,13.81,27782.21,10456.79,10710.34,987.56,9.22,Low,3.41,Critical,86.43,3.26,25.77,2564.34,4.24,89.19,29.94,93.08,19.59
Samsung Galaxy S22,West,WH_3,2025-04-14,Home Essentials,Demand Forecasting,89333.81,72346.71,16987.09999999999,23.48,232.53,477,13.58,15062.5,9048.41,15567.56,3236.83,20.79,High,9.32,Stable,93.92,4.51,97.91,689.9,1.45,77.1,21.46,63.42,16.79
iPhone 14,South,WH_2,2025-06-23,Fashion,Warehouse Automation,36731.83,13488.2,23243.63,172.33,450.12,3032,14.28,194888.28,10167.8,14879.81,3420.15,22.99,High,8.88,Stable,88.41,6.23,71.63,1225.21,0.4,81.59,14.91,67.88,10.91
Tomato Ketchup,North,WH_2,2025-05-16,Fashion,Sustainable Packaging,95597.83,32000.08,63597.75,198.74,268.7,4891,7.75,101851.41,6471.15,11069.24,1091.52,9.86,High,9.16,Stable,89.14,3.71,92.38,2818.63,0.58,92.78,12.22,61.75,16.74
Hot Wheels Car,North,WH_2,2025-04-17,Home Essentials,Green Logistics,78492.08,55665.14,22826.940000000002,41.01,392.82,2233,11.02,96663.81,13652.66,9833.01,575.45,5.85,Medium,6.16,Watchlist,90.93,4.93,84.99,1776.98,0.8,80.96,17.16,82.2,8.44
Samsung Galaxy S22,West,WH_3,2025-04-04,Electronics,Sustainable Packaging,16805.93,14896.23,1909.7000000000007,12.82,107.84,916,9.39,9275.58,12090.99,17898.98,2969.69,16.59,Low,8.31,Stable,92.33,2.72,98.85,1118.34,1.22,83.93,48.78,55.54,5.64
Adidas Sneakers,North,WH_2,2025-06-14,Electronics,Warehouse Automation,90018.14,63028.45,26989.690000000002,42.82,12.8,4831,5.5,3401.02,9206.37,5718.07,985.91,17.24,Medium,6.76,Stable,96.21,5.1,89.77,2294.15,0.47,41.33,13.55,71.64,18.22
IKEA Chair,North,WH_4,2025-06-24,Home Essentials,Last-Mile Optimization,84958.22,75637.48,9320.740000000005,12.32,110.08,1914,9.59,20205.47,8518.86,6743.56,410.88,6.09,Low,2.82,Watchlist,99.25,4.83,96.23,526.5,0.28,98.75,24.48,64.35,9.48
Sony Headphones,East,WH_1,2025-06-15,Electronics,Demand Forecasting,45211.84,7002.25,38209.59,545.68,192.48,1740,12.18,40792.67,13603.38,10236.25,1943.3,18.98,Medium,1.53,Critical,93.31,2.6,97.58,728.99,0.42,90.95,20.62,53.51,5.43
Samsung Galaxy S22,South,WH_2,2025-05-01,Electronics,Sustainable Packaging,77959.58,33369.2,44590.380000000005,133.63,17.59,2998,10.28,5421.14,14439.51,7339.9,737.5,10.05,Low,6.03,Critical,92.3,1.83,91.02,1306.25,0.44,24.69,30.03,62.65,16.69
Bookshelf,South,WH_2,2025-05-28,Fashion,Sustainable Packaging,56189.06,8537.97,47651.09,558.11,489.19,3306,13.93,225284.62,13442.15,19684.23,2832.49,14.39,Medium,5.25,Critical,97.11,4.39,87.29,2803.1,0.85,95.96,47.36,69.88,8.3
Wooden Table,North,WH_3,2025-06-10,Home Essentials,Warehouse Automation,85985.76,22248.18,63737.579999999994,286.48,359.27,1564,18.96,106535.91,5309.02,4946.05,929.92,18.8,Medium,4.17,Stable,88.17,5.54,95.44,2472.43,1.58,52.22,39.88,95.85,7.07
IKEA Chair,South,WH_2,2025-05-21,Home Essentials,Last-Mile Optimization,48538.04,40353.32,8184.720000000001,20.28,196.82,856,8.92,15028.23,11472.58,16985.06,2727.05,16.06,Low,4.88,Stable,86.87,3.56,98.33,1522.43,1.78,44.87,24.52,57.31,9.64
Corn Flakes,South,WH_3,2025-05-30,Fashion,Sustainable Packaging,45985.6,43233.26,2752.3399999999965,6.37,415.43,580,17.67,42575.76,12176.59,10499.67,856.52,8.16,High,2.65,Watchlist,91.32,4.94,78.33,2741.5,4.73,44.87,49.04,71.17,9.33
Levi's Jeans,South,WH_4,2025-06-24,Fashion,Warehouse Automation,38827.02,24546.34,14280.679999999997,58.18,234.95,1173,16.4,45197.8,3445.29,19142.75,1076.18,5.62,Low,7.16,Watchlist,96.71,6.18,78.32,2126.95,1.81,53.21,53.3,68.55,19.62
